productName,rating,review
Double Double Cask,4.46,"Canned 1/18/2022. 2nd to last from the 2022 Extreme box. Dark mahogany and brown, dense appearance, no head. Aroma of dark fruit/plum/nougat/fig and bourbon/rye barrel. Taste is right in line. Equal parts of many different flavors, sweet, and strangely easy drinking for the ABV. Feel is full, carbonation medium low. Overall, this may be my favorite bourbon barrel aged barley wine since the disappearance of a BCBBABW. Or whatever the acronym was."
Double Double Cask,4.85,"The crowned glory of the Awesome Extreme Beer Box 2022! 

I could go on and on, but let’s just say this is the best Barleywine I’ve ever passed over my toungue. That’s a Big Statement because Barleywine and Stout are what I seek out! Well done!"
Double Double Cask,4.86,"Poured from a can at fridge temp. Pours super dark brown - almost black. Very little head. Nose is just insane. Very nice Armagnac notes come through immediately. Super intense dark fruit. Super rich truffles, thick dark caramel, molasses, bourbon. The taste is absolutely crazy. Very very intense. Follows the nose very nicely. Rich toffee, chocolate, bourbon, Armagnac, figs, maple syrup, blackberries, red grapes, port, and a very slight roasted malts note. There is a very faint hint of pipe tobacco, but it's literally 1% of the taste. The best way to describe this is rich and robust. Sweet, but not cloying. The barrel influence is crazy. Very boozy, but not in a bad way. Mouthfeel is thick, but not really creamy. Overall, one of my favorite barleywines, and favorite beers, of all time."
Double Double Cask,4.03,"Look: Dark, syrupy with minimal to no head. Got some nice mahogany when holding up to light source.

Smell: Soy sauce. Boozy. Black licorice. Chewing tobacco (not dip…the good ol’ thick shredded chewing tobacco)



Taste: Chewing tobacco. Also getting some soy sauce and Robitussin cough syrup. Sweet and sticky. The booze is warm and comforting. As I worked through it, it started tasting more like a Cognac or Scotch. 



Feel: Heavy body with medium low carbonation. Sticky.



Overall: In Winter with a fire and maybe Lord of the Rings on, this would be perfect."
Double Double Cask,4.69,"I enjoy sharing my extreme beer box contents with family & friends but this one, I set aside for myself only. Upon popping the top, the contents were eagerly awaiting release into a chalice. Dark, reddish brown color with with a thin head, it makes a somewhat boring appearance. It’s aroma promises some excitement, sweet & boozy with caramel, vanilla, maple & whiskey. It is sweet and, oh my, packed with flavor: brown sugar, caramel, vanilla & oak flavors, malt whiskey & rye. Silky smoot feel with low carbonation, no need for belching here. Mild mouth heat with more heat once it settles into the tummy. One of the best beers I’ve tasted, being selfish can sometimes be very rewarding."
Double Double Cask,4.49,Poured a deep brown color with an off white head on top. The smell of the beer has an abundant barrel aroma to it which is expected from something that's been aging in barrels for so long. The taste has a nice mixture of rich caramel and dark fruit notes. The feels is full bodied and has a smooth texture. Overall its an outstanding Barleywine. One of the best beers from the EBF boxes from all the years so far.
Double Double Cask,4.95,"Really enjoyed this one. 



Nice malty, bourbon-tinged aroma.



Complex flavor, mixing caramel, bourbon, oak, vanilla, and dark fruit.



When I finished it, I wished I'd bought a second Extreme Beer Box (or that it was on the shelf locally so I could buy more).



Nice job by Kane Brewing on this."
Society & Solitude #5,4.5,"Canned 8/16/22.



L: Pours a hazy gold with a short white head that slowly thins. Large bubbles on the cap. The lacing is gorgeous.



S: Aromas of grapefruit and pine.



T: Tropical fruit up front, then pink grapefruit. Finishes slightly dry but not bitter.



F: Medium mouthfeel. Slightly less than medium carbonation.



O: The taste is a spectacular tropical/citrus fruit combo, delicately balanced so that all flavors stand out, but none overwhelm."
Society & Solitude #5,4.65,One of the smoother to drink S&S. High alcohol content but very accessible. Easy to drink and goes down very easy. Not too heavy.
Society & Solitude #5,4.38,"L: Hazy yellow with an orange tint to it. Nice fluffy head and good lacing.



S: Tropical fruits, pine resin, peach, candied malt.



T: Moderate bitterness upfront, big juicy fruit character follows. Mango, papaya, peach and a resinous pine character. The malt adds some sweetness enhancing the juiciness of the beer.



F: Full bodied, but drying on the finish.



Overall: A superb DIPA, just your average Hill Farmstead hoppy brew. You really can't go wrong with these guys."
Society & Solitude #5,4.56,"Canned 7/14/20

Consumed 7/31/20



It’s very pretty for a beer. The perfect Instagram shot can be has for anyone with this given it’s bright colors. There’s a little lacing that stays around. I don’t get as much on the nose as I’d like from the absolute favorite IPAs I’ve had. It smells grapefruit zesty and you get that on the tongue. The beer shines through in its bitter balance with sweetness. Alcohol is very well hidden. Why do they make these in only 12oz cans!! My favorite Hop Butcher IPAs often have a softer mouthfeel than this guy, but this is still wonderful. Wow, a great IPA and so glad to be able to have some. Would never pass on it."
Miami Madness,4.33,"2021 vintage



My first review of 2022! Yet another beer from my trade with merpunk1. This one is the highest rated Fruited Kettle Sour on BA, though it’s brewed more in the Berliner Weisse style, but whatever. It’s also currently sitting at #105 overall here, but I’m sure that’ll change soon given all the site updates as of late. Let’s pop this open



Pours a cloudy orange gold with a finger of white head that quickly fades to a thin ring and leaves no lacing



I really like what the guava does to this one in the nose, adding a nice funk. I’m picking up on aromas of overripe mango, funky guava, lemon juice, crackery malt, and light passion fruit



It’s even better in taste, still feeling unique in a world where this kind of thing is quite common. On the front end of the sip I’m tasting lemon juice, funky guava, mango sorbet, crackery malt, passion fruit, and light orange juice. The swallow brings notes of tart passion fruit, orange juice, tart guava, apple skin, and pineapple



A light medium body pairs with aggressive tingling carbonation, resulting in a sharp and brisk beer. Finishes mostly dry and very tart



This is really good stuff, definitely worth trading for. I gotta get my hands on more of these J. Wakefield Berliners"
Miami Madness,4.24,"Bottle pour at Other Half Finger Lakes in Bloomfield, NY.



This smells like lemon, lactic acid, sweet mango, guava, passionfruit, and citrusy funk.



This was probably earth shattering 5-6 years ago, when nothing like this existed. As it exists now, it's just a pleasantly tart fruited berliner with a semi-restrained fruit character, at least compared with the smoothie overload most breweries are doing these days. It's very drinkable, and you could easily see taking down a whole bottle of it if you so needed to.



This is light bodied, crisp, clean, and pleasantly sour on the finish, with a very nice drinkability.



This is most certainly overhyped, but it's still a well done and enjoyable beer through and through."
Miami Madness,4.9,"#84, yummy!"
Miami Madness,4.38,"Pours a OJ. Nose of mango, guava, passion fruit. Taste follows - excellent fruit. Feel is medium with medium carb. Overall - it lives to what it says it is. Do not think it is complex"
Miami Madness,4.57,Bottle share courtesy of Hopelessly0.
Miami Madness,4.41,"This is the best Berliner I've ever tasted, although this is coming from someone who doesn't really love Berliners. Bright color and outstanding fruit flavor, the guava really shines through. The best part is the finish though, it's perfect. Not too sweet, not too sour, not too dry. Just perfect."
Miami Madness,4,"A decent brew that is way over hyped and way over rated. Don't get me wroing, it's good, it's just not THAT good. There is a lot going on in this beer, some pleasant, some not. Worth the try!"
Saint Lamvinus,4.24,"Pours a rich, deep purple, brief pink head that settles to a thin ring, light lacing. Taste is tart fruit up front, balanced by a mild, noble hop character (mushroom, earth, grass); lots of lingering oak barrel character as well. Feel is crisp and clean. A very good expression of both grape and barrel without letting these elements overwhelm."
Saint Lamvinus,4.39,"On tap at Armsby Abbey



Welp, I inadvertently ended up here for Zwanze Day! I was at a show right down the road at Palladium and figured I’d come here after, only to find some true whales of mine. It’s finally time to see what their grape Lambic



Pours a clear reddish purple with a finger of light pink head that fades to a ring and leaves minimal lacing



It’s quite soft in the nose, but there’s still the requisite funk. I’m picking up on aromas of red wine vinegar, lemon juice, wheat bread, wet hay, stone, and sharp oak



There’s more bite to it in taste, but conversely less grape. On the front end of the sip I’m tasting wildflower honey, lemon juice, straw, apple skin, red grape, light toasted oak, and a hint of cherry. The swallow brings notes of lemon zest, wet hay, sharp oak, red wine vinegar, crabapple, light blueberry, and pear skin



A medium body pairs with moderate carbonation, resulting in a sharp beer. Finishes bone dry and tart



Damn, this is awesome stuff. Not quite on par with Fou Foune, but it’s always nice to try Cantillon"
Saint Lamvinus,4.84,"2019 bottle



Consumed 8/12/22



I love the funk and balance of tartness and dryness. A superb fruited lambic."
Saint Lamvinus,4.5,"Bevis Maun

Saint Lamvinus by Brasserie Cantillon

Bevis Maun is drinking a Saint Lamvinus by Brasserie Cantillon at Café Beermoth



Aroma is rose water amplified flavour is Turkish sh delight



Bottle Bottle

Pucker Up (Level 32) Earned the Pucker Up (Level 32) badge!

Check-in Photo



Comment

Toast

14 hours ago View Detailed Check-in Delete Check-In"
Saint Lamvinus,4.54,Magic is better but this is great
Saint Lamvinus,4.11,"Bottle, RBESG 2005, Grand Tasting. Cloudy reddish colour with brownish tones. Intense barnyard and ""fruits of the forest"" aroma. Intensely sour flavour, lemons with notes of raspberries and blackcurrants. Overpowering and delightful at the same time."
Saint Lamvinus,4.46,"L: Light maroon coloured with a one finger white, lively head.

S: Funky hay, red grape skins.

T: Deep flavour of red grapes. Some wood, tart finish.

F: Lively carbonation. Crisp.

O: Great showcase of grapes in a lambic."
Saint Lamvinus,4.5,"Amazing beer, always a pleasure."
Saint Lamvinus,4.47,"2019 Vintage - poured into a wine stem at 45°F. 



Pours a bright, translucent ruby stone red, with half a finger of pinkish-white head forming, and then immediately settling to a thin collar. Simple, but very pretty.



Nose: Soft grainy base, with raw wheat and dusty grain silo, beneath a very bright, vibrant fruit layer. This isn't deep, saturated, sweet grape, but young, fresh, and juicy. Some underlying jammy notes of red currant, blackberry, raspberry, peak through, with a deeper red wine note coming in and out of focus. Some gooseberry, pear, and lemon notes lend brightness and fruity acidity atop a very restrained, young funk presence, with hay, stable, leather, wet oak, petrichor, grass, and topsoil. 



Palate: Saint Lamvinus greets the palate with a mildly tart spark, paired perfectly with a thread of sweetness. I believe both the grain *and* the fruit are lending some sugars here. Bright, yet musty grape, with a touch of red berries, abd then the brighter notes emerge, showcasing lemon, gooseberry, white grape, and unripe stone fruit. With this, the tartness increasing, becoming fully dry, with high minerality opening the door for classic Cantillon funk - sea shells, salty air, old wet oak, hay, damp soil, and an almost brie/bloomy rind neutral musty note. Some significant oak tannins emerge, alongside a subtle, tonic-like bitterness. Tartness disappears, finishing with red wine cask, grape skin, and grapefruit pith. 



Mouthfeel/Body: This seems to have found its sweet spot, with 7% ABV balancing between enough grain to lend presence, but not enough to advance from the background. Delicate and fluid, but enough body to lend a softness. Effervescence is extremely fine and gentle, but still fairly fizzy. Not puckering - tartness is kept in check, and allows for a progression of dryness. Balanced tannins. 



Overall: A delicate, expressive, and definitively Cantillon Cantillon. The grape presence appears simple at first, but unfurls with some subtle but complex depth, pairing with just the right amount of complimentary funk. The subtle suggestion of sweetness is beautiful, and the lambic proceeds with these little ""chapters"" of flavour. Remarkably balanced and approachable, with an elegant simplicity."
Alter Ego,3.17,"This one was just OK for me, much better IPA options from Treehouse in my opinion."
Alter Ego,4,"Now I think people fall into this Treehouse hype and believe me it is deserved. They make some of the best beers in the world. However, this is just a solid New England IPA. I have had things similar. Thick orange color with a fluffy head and bursting with citrus flavors. Where this separates itself is in its smooth drinkability. It goes down like an orange juice."
Alter Ego,4.18,"Pours an opaque dirty straw color with a half finger of head. The nose has notes of over-rippened tropical fruits with a hint of citrus. The flavor is the same over-rippened tropical fruitiness combined with a grainy quality. Like its less-evil twin Julius, the finish is pithy. Oddly enough, however, I think that Julius has a more potent bitterness. 



The body is definitely hearty for the style."
Alter Ego,4.5,"Two months old. Can to willi. 



Look: Pours a full and hazy, slightly brownish yellow. Fluffy white head, lots of lacing and no floaters.



Smell: Citrusy notes of orange, lemon and grapefruit complemented by hints of pineapple, white grapes and apricot.



Taste: Ripe tangerine and grapefruit paired with tropical mango and pineapple. The body is sweet and minimally zesty, the finish bitter and dry. 



Feel: Full and juicy, almost creamy. Medium carbonation. 



Overall: Great alteration of Julius with some added citrusy freshness rounding off the sweet base very nicely. Certainly one of the best sub 7% ABV IPAs out there which doesn’t have to shy away from its bigger siblings."
Alter Ego,4.44,"Tree House Brewing Co. ""Green""

16 fl. oz. can coded ""YOU CAN CALL ME AL 04/27/22 06:57:53"". Sampled on 05/17/22

$15.20/4-pk at the brewery on 05/12/22



Notes via stream of consciousness: The label states that this is the ""twin brother to Julius"", and that it ""builds upon Julius with... Mosaic and Amarillo..."". A finger's width of off-white foam tops a murky golden colored body with an orange sheen. The head appears to be holding quite well so far. The aroma offers upsome sweetish malt, soft berries, and orange. The flavor is fuller with additional notes of mango, passionfruit, peach, lychee, floral blossoms, grass, pine, and earth. A median bitterness balances it and along with a little bit of ""hop bite"" leads to a dry finish with some fruit, pine, earth, and spice lingering. In the mouth it's medium bodied but with a lot of extra proteins that makes it seem fluffier and somewhat fuller. It's gently crisp and then smooth. The head held up quite well and there are torn sheest of lace and craggy rings left throughout the glass. I actually like this better than Julius but that's probably just because Mosaic hops are my current favorite. 

Review #7,978"
Alter Ego,4.46,"Canned 4/27/22. “You can call me Al” stamped on the bottom of the can



So this was literally canned fucking today. That’s wild to me, as fresh as Tree House can be. This is one I’ve somehow missed every time I take a trip out to the brewery, but I’m happy to finally get to it. Yet another TH beer in the top 250 as well. Let’s get into it



Pours a hazy pale gold with 3 fingers of creamy off white head that slowly fades to a cap and leaves decent lacing



The nose shows a surprising amount of balance, but it makes sense considering it’s based on Julius. I’m picking up on aromas of juicy mango, peppery hops, apricot, doughy malt, orange juice, and papaya



It is similarly balanced in taste, feeling bright and juicy. On the front end of the sip I’m tasting tangerine zest, crackery malt, juicy mango, earthy hops, orange juice, and peach. The swallow brings notes of peppery hops, tangerine zest, crackery malt, papaya, gooseberry, and light orange zest



A medium body pairs with gentle carbonation, resulting in a creamy beer. Finishes mostly dry with a firm bitterness



Yet another killer NEIPA from Tree House. Better than Julius, but not quite as good as King Julius still. Maybe it’ll be even better when it’s not so fresh"
Alter Ego,4.5,"Pours a cloudy orange yellow color with a thick white colored head that laces the glass alot and stays as a small film over the beer. Smells of mango, citrus, and some cracker notes as well. Tastes of mango, citrus, and melon. Smooth, perfect amount of carbonation, this is a good feel to it. Overall, another banger from Treehouse!"
Alter Ego,4.75,"My favorite Julius derivative. In fact, I prefer it over the OG."
Alter Ego,4.17,The beer pours very thick with dry grapefruit and a very pervasive hop finish. It's a very different beer from Julius. There are distinct differences with the huge dry finish. It wakes up the taste buds for sure.
Alter Ego,4.38,"Canned 8/19/21. Purchased 8/24/21 at Deerfield.



L: Pours a deep hazy orange. Short fluffy white head with big bubbles. Decent retention. Pretty lacing.



S: Tropical and citrus fruit aromas. Orange, mango, grapefruit, and lemon. All pretty subtle.



T: Fruit up front, especially grapefruit, which quickly blends into a smooth combo of tropical/citrus. Finishes dry with a touch of bitterness.



F: Soft and smooth mouthfeel. 



O: Extremely well done blend of tropical and citrus flavors, topped off with a terrific dry/bitter finish."
Alter Ego,4.32,"16 ounce can in an hour glass beer vessel.



Dense golden orange juice color. Modest white cap and some lacing. Cool looking can.



Dank and resinous. Sweet malt. Orange rind, lemon, and tropical fruit aromas.



Orange, grapefruit, and tropical fruit flavors. Berry mix in the back likely from the Mosaic dry hop.



Thick and juicy. Hop bitterness with a clean finish. Oily resin.



Standout juicer style ipa."
Alter Ego,4.17,Can courtesy of jeffreed61.
Alter Ego,4.65,"Hazy light amber in the glass with an off-white head that leaves good lacing. Smells dank and resinous with candied pineapple and orange zest. Taste follows and is more citrus forward. Juicy, crisp, and clean. Was fantastic on a hot day like today. Great offering from Tree House. Glad I have more of this in the fridge."
Alter Ego,4.25,"Probably has the most bitter flavor of any TH beer I’ve had yet but it has enough sweetness to balance it. Smells of tropical fruit and oily hop, taste follows suit with just enough hop complexity to satisfy you with enough blended tropical fruit and citrus flavors to keep everything in check. Delicious."
Scaled Way Up,4.56,"No age on this one, filled in a growler on 3/12/20. I believe it's 3-4 weeks since brewing.



Pours a nearly completely opaque golden yellow straw with a finger of creamy head that dissipated rather quickly. Big nose of mango, dried peach, candied ruby grapefruit, cara cara orange, slight bubblegum, pineapple, over-ripened apricot and Portuguese sweet bread. Just bursting with a sweet candied tropical fruit aroma, love it. Tons of flavor on first sip, all the notes of the nose melded together well with an addition of over-ripe papaya, slight dankness, honeydew melon and a little bit of pine resin. I'm so glad I got a 64oz growler of this one! So good! Wonderful soft, slightly resin-y medium body but I kinda wish it had just a tiny bit more fullness. Medium- bitterness, medium drying, medium- prickly carbonation.. Today was my first time on jury duty and I'm glad I stopped by Trillium for this one, I can't think of a better brew to relax with after a long day."
Scaled Way Up,4.41,"On tap at Bayberry Beer Hall in RI, pours a murky hazed yellow, small white head that fades fast



The smell is incredible here, an overload of papaya, banana, pineapple, orange and mango, just the lightest hop bite to back it up



The taste is a bit of a letdown compared to the aroma but still awesome. I get piney, resinous hops, a light florality, very tropical



The feel is nice and prickly, pretty highly carbonated and drinks medium bodied



Some pretty amazing stuff right here, super easy drinking but still really interesting"
Scaled Way Up,4.46,"A: Poured from the can into a tulip glass. Body is hazy yellow-golden with a small white head.



S: Big nose of hops - earthy & fruity (pineapple, blueberries) hops.



T: Bright, juicy pineapple with lemony blueberries and an earthy dankness. Touch of white wine (Nelson is in the house). Finishes with modest heat felt in the belly but not on the palate.



M: Creamy/juicy in feel, medium in heft. 



O: Good stuff."
Scaled Way Up,3.55,"Thanks to yllib for fresh can. 

Super thick hazy appearing. Dark yellow. 

Creamy head. Minimal lacing. 

Standard tropical hop aromas. 

Standard tropical hop tastes. Some citrus and wine notes in there. Some dankness for good measure. 

Good mouthfeel, but there’s a significant hop burn going down. I think they went too far with the dry-hopping. Instead of bitter taste they accentuated the throat burning effect. 

To me an average to below-average hazy, in a giant sea of average hazies. 

I’m shocked that it was rated this well actually. I can only attribute it to hazy hype and/or rewarding for pushing the limits."
Scaled Way Up,4.06,"L: bright yellow/orange. Attractive



S: slightly earthy and very fruity, nectarine skin and peach flesh and orange juice. 



T: had Fresh on draft the day it was canned, picked up a lot of hop burn and bitterness, almost An unenjoyable amount. 3 weeks later, the can I’m enjoying still exhibits sharp bitterness and not much else. There is zero subtly here, and yes I know the point is to scale things “way up”, but this literally hits just one hop-burn note. Disappointing for sure



F: more balanced than some recent trillium offerings, not as sticky sweet with this one



O: ehhh, not worth the hype at all, like so much of what trillium offers nowadays"
Scaled Way Up,4.25,"Bottled 4/8/16; drank 4/21/16 @ Harvest Hop Haus. 



Opaque yellow appearance. 



Small, noisy white head; strong lace. 



Pineapple, mango & faint ganja notes in the nose. 



Medium mouthfeel. 



Pineapple juice flavor up front; dry grass & soda water bite on the finish. No booze heat. 



Refreshing & simple; this would be perfect on a hot summer day."
Black Tuesday,4.72,"2013 in 2022. 8 plus years and zero signs of oxidation. Very dark brown. Nose has light cinnamon behind big bourbon. Super boozy, notes of chocolate and molasses. Big body and medium carbonation with tongue numbing alcohol. Dream ale."
Black Tuesday,4.96,"Received this beauty from Dimidiata in an LIF connected to NBS BIF #14 - and she wasn't even part of that BIF!

Poured into a stout snifter the color of black coffee while being poured, looked onyx black with enticing looking light brown foam *trying* to form a head but failing, leaving a ring of foam around the edge.

The aroma is amazing, and my sense of smell is poor. Bourbon soaked oak, figs or prunes, molasses, leather all roll up into one delectable aroma, though from the description, I wouldn't have thought so. (Leather? Huh)

The taste is somehow sublime and over the top. Sublime in layers, the fig and/or prune flavor rises and falls through the chocolate and coffee and char that swirl in, all of which are supplanted by a powerful bourbon laced malty wonderful that is the body of this beer. At 19.5% ABV I was expecting heat from the raw alcohol, but that aspect is all but gone.

The feel is definately viscous, and rightfully so. Almost overly so. Just a bit. But that's a tiny quibble.

OA, Wow, really tasty."
Black Tuesday,4.59,"750 ml bottle, 2021 vintage, bottled 09/13/21, 18.9% ABV. Served in a Black Tuesday chalice, the beer pours dark brown/black with about an inch tan head that stuck around a little bit. There's a decent amount of lacing. Aroma is strong, the brew smells like vanilla, bourbon, molasses, figs, dark chocolate, cream, roasted malt and some licorice. Taste is similar to the aroma, but with the addition of some burnt/charred malt, oak, booze, earthy, dark bread and coffee flavors. There's a lot going on with this brew! Mouthfeel/body is full, it's slick and syrupy with a low/moderate amount of carbonation. Has a boozy kick but it's still pretty drinkable for being that strong. Some more age wouldn't hurt this brew at all. I thought this was a pretty good imperial stout, definitely worth trying if you're into big barrel aged imperial stouts!"
Black Tuesday,4.55,"Bottle received in Bif13 from @colts9016



Brewers Notes: Our infamous Black Tuesday is an imperial stout aged in bourbon barrels for over a year. Rich caramel, toasted malt, vanilla, burnt wood and anise are just a few of the many flavors in this rich, decadent imperial stout.



2020: 19.3% ABV



#20 ranked stout

#63 overall ranked beer on BA



Chilled bottle rested in my beer fridge for a special event. Thanksgiving table is set , let’s get after it



Poured into a Spiegelau stout glass , one finger brown foam cap , quickly recedes to a ring over a dark cola red brown liquid 



Aroma is bourbon, tobacco, leather , char, roasted malts 



Taste is bourbon, char, oak, roasted malts , licorice 



Fizzy , sudsy mouthfeel, relatively light mouthfeel for a 19% abv beer, boozy but without the heat



Good beer , thanks Jammin!!"
Black Tuesday,4.7,"Pours close to jet black, small cap of tan head that settles to a thin ring; streaks of ruby when held up to light. Nose has huge notes of leather, molasses, and tobacco; bourbon and barrel notes come secondary as it warms, along with a bit of dark fruit. Taste is super complex, but definitely reflects the aroma - lots of leather, hearty, salty, iron-rich blackstrap molasses, Australian licorice; as it warms, more heat from the barrel, vanilla, char. Mouthfeel is very full, but with a small punch of small carbonation. Despite the warming heat, it hides its alcohol very well. Overall, definitely worth its reputation."
Black Tuesday,4.34,"2015

Look - Black and thick with a slight head

Smell -bourbon caramel wood with a slight chocolate

Taste - booze booze booze... roasty caramel bourbon and chocolate

Feel - prtty full with a surpriseing carb

Overall -less than I expected but still really good"
Black Tuesday,4.63,"I’m reviewing the booziest BT ever…20.3%…I can’t feel my face….this is massive, a true heavy hitter…this is a special one, wow…no words…so sweet, so complex, it’s difficult to assign a score to a beer like this. It’s truly perfect. The epitome of the craft. This is craft beer. More will come from this…I have the 2014+ vintages"
Black Tuesday,4.94,one of the best stouts you will ever had
Black Tuesday,4.91,Such a great beer. For such a high abv it is surprisingly smooth. Rich chocolate flavor balanced with the barrel.
Black Tuesday,4.92,"#48 in search of Top 250. 2018 iteration, yummy without being overbearing"
Black Tuesday,5,"Definitely one of those beers i've waited a long time to get. Found it in a 16 oz can. I've had So Happens it's Tuesday, which I loved, but this is my first of the original. Maybe $25 was too much, maybe not. We'll see. In any case it's the highest ABV of any beer i've ever tried. 17% was the highest I've sampled, but this knocks that back a couple points. I've got a 2020 bottle. Poured out into a snifter, half inch head bubbled up and licked the sides of the glass, receding into a thin collar of beige. The smell is exquisite. That's a strong word, i know, but i think it deserves that descriptor. It's full and strong, bourbon and licorice and fig, that stings the back of the nose as it goes in. 5 on the smell. Love it. Let's sip now, Chocolate, coffee, caramel, toffee, licorice, fig, smoke, char, leather, damn, this is very comparable to Bourbon County Stout. This has been barrel aged for a year, and it sure picks up that bourbon flavor, filling the crevices of my mouth in such a delightful way. I had Indian food for dinner, and I love the layers Indian has, it seems to fill up every bit of my palate. This beer is the same way, it has a way of overcoming and washing over my tastebuds, allowing me to pick up on lots of layers of flavor. It's also like Indian because it's got a spiciness to it, that tickles my tongue and overwhelms me. There is light carbonation, and a medium mouthfeel, not too thick and not too thin. Overall I'm very impressed with this and i'm glad I bought two cans of it. This is the beer of a mature drinker. This is the beer of a wise man. This is the beer of a guy who's well traveled. This is the beer of a guy who's got a financial plan. This is the beer of a man with an important job. This is the beer of a man who knows how to relax with class. This is the beer of a good father. This is the beer of a faithful husband. This is the beer of a youthful grandpa. This is getting my top ratings. What a way to celebrate Father's Day 2021!"
Black Tuesday,4.24,This one is THICCC! Very dark and a strong boozy smell. Initial punch of booze and toffee up front and finishes nicely. This is a big one so definitely not on to tackle on your own!
Black Tuesday,4.72,Completely unreal thick. Had a 2016 cellared for 4 years. Chocolate and bourbon and a boozy but smooth element. Torquey at almost 20%. All the elements of a world class stout with chocolate and vanilla and tobacco. A dessert
Mexican Brunch,4.24,"Taking brunch south of the boarder, Kane Brewing looks to chili peppers, cinnamon and cocoa to give a decidedly Mexican twist to their imperial milk porter.



Mexican Brunch kicks off with a very dark brown pour and a frothy cap that fades rather quickly. As a scent of coffee rises first, a quick followup of syrup, chocolate, nuttiness and spice ensure a complex and enticing scent. Fully malted and sweet on the tongue, high impressions of chocolate, caramel, maple, toffee and vanilla play out in hot chocolate fashion in its early impressions.



As the flavors start to unfold, the middle palate holds onto its milky sweetness while the strong taste of coffee sets an earthy, nutty and roasty tone. Cinnamon and chilies mingle next for a sense of balance for the sweetness and to complement the coffee spice. Woodsy, earthy and toasty, the beer trails into a kahlua-like finish with balance and contrast in taste.



Full bodied and soothing on the finish, the beer finishes both spicy and calmly with the milk sugars and maple rounding out the gradual simmer of peppers into a warming afterglow of a Mexican inspired, alcoholic cappuccino."
Mexican Brunch,4.57,"500 ml bottle poured into a teku



A- Black with a two finger mocha head.



S- Chocolate, cinnamon, some maple, coffee, some chili pepper, very well balanced.



T- Chocolate/fudge, coffee, maple syrup, some peppers, cinnamon, slightly earthy.



M- Smooth, creamy, full body.



O- A very well done and balanced molé stout. Easy to drink and a nice kick from the pepper even though it is on the more mild side."
Mexican Brunch,5,5/5 porter!!! Yessssss!!!! A+
Mexican Brunch,4.43,Smooth with hints of spice
Mexican Brunch,4.55,"750ml bottle poured into a snifter



A- pours a deep brown color with a one-finger creamy khaki colored head that has good retention before settling into a ring around the glass



S- aroma opens with a heavy mocha cream notes from the combination of lactose and and cocoa, as well as an earthy espresso note that adds a bit of cracked pepper. Sweet maple, vanilla cream and rich chocolate. The close adds spiced notes of cinnamon and pepper skin, as well as more rich mocha espresso to close it out



T- earthy and peppery coffee notes up front are immediately complimented by sweet notes of whipping cream, caramel and rich maple. Mid-palate starts to develop a rich dark chocolate mocha flavor that carries into a finish that brings out cinnamon and pepper, with the pepper providing just a hint of heat. Lingers of espresso, heavy cream and chocolate



M- medium body with moderate carbonation leads to a creamy mouthfeel that continues into a silky, velvety warming finish 



O- all of the adjuncts work harmoniously with the milk sugars providing a perfect mouthfeel, outstanding"
Mexican Brunch,4.59,2020 vintage
Mexican Brunch,4.31,"Appearance - The poured a murky black color with a dark tan head. 



Smell - The nose was rich sweet chocolate. It may have been a chocolate maple combination. 



Taste - Chocolate really stood out in the initial taste. It brought to mind chocolate cola. There were also notes of coffee, maple, and a touch of cinnamon. I knew this was not Mexican Cake, but I expected more heat from the chilies. The rest of the profile was well balanced. 



Mouthfeel - The feel was slick with sweetness and modest carbonation. 



Overall - I thought the beer was tasty, but I expected a bit more. Mainly, it lacked spice."
Sunday Brunch,3.69,"2022-02-06

500ml bottle served in a footed pilsner glass. 2021 vintage. Received from the glorious @jonphisher.



Pours very dark brown with a small head that fades slowly to an almost invisible skin and a small ring around the glass. Smell is chocolate and cinnamon.



Taste is cinnamon first, and all else second. Milk chocolate is definitely there. Some coffee bitterness. Might be a hint of syrupy sweetness.



Mouthfeel is medium tending toward thick. Overall, this is a good beer, but too much cinnamon for me. But, I'm a little oversensitive to cinnamon in beer."
Sunday Brunch,4.85,"Pours black with a light brown solid head. Super coffee roast aroma, very pungent. Taste is heavy coffee as well, with a lot of maple sweetness; the cinnamon comes through strong as well. Thick mouthfeel, carbonation was a little lacking, which is pretty much the only flaw in this excellent beer."
